case_id,date_reception,canal,objet_recours,decision_contestee,motif_demandeur,pieces_fournies,pieces_manquantes,statut_recevabilite_probable,risque,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,note
REC-2026-0141,2027-03-04,Email,aide,absence reponse,montant d'aide attendu different de la notification,justificatif local; email service; preuve depot initial; decision contestee; registre de commerce; accuse reception,courrier recours,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0141 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->montant d'aide attendu different de la notification; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0142,2027-03-07,Guichet,autorisation,absence reponse,delai de traitement juge trop long,preuve depot initial; registre de commerce; justificatif local; attestation fiscale; decision contestee; pieces complementaires,courrier recours,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0142 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0143,2027-03-10,Email,autorisation,classement sans suite,reclamation sur absence de reponse,registre de commerce; email service; preuve depot initial; attestation fiscale; courrier recours; decision contestee; accuse reception,aucune,recevable_a_verifier,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0143 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0144,2027-03-13,Chikaya,aide,refus,refus pour dossier incomplet conteste par le demandeur,accuse reception; courrier recours; preuve depot initial; justificatif local,decision contestee,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0144 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->refus pour dossier incomplet conteste par le demandeur; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0145,2027-03-16,Guichet,aide,refus,erreur de service competent signalee,justificatif local; decision contestee; preuve depot initial; attestation fiscale; email service; accuse reception,courrier recours,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0145 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->erreur de service competent signalee; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0146,2027-03-19,Email,autorisation,demande complement,demande de reouverture apres complement de pieces,decision contestee; preuve depot initial; justificatif local; registre de commerce; accuse reception,courrier recours,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0146 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0147,2027-03-22,Guichet,reclamation,classement sans suite,autorisation refusee pour manque justificatif local,preuve depot initial; courrier recours; justificatif local,decision contestee,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0147 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0148,2027-03-25,Email,aide,refus,demande de reouverture apres complement de pieces,pieces complementaires; preuve depot initial; decision contestee; accuse reception; justificatif local; attestation fiscale; courrier recours,aucune,recevable_a_verifier,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0148 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0149,2027-03-28,Courrier scanne,aide,classement sans suite,montant d'aide attendu different de la notification,registre de commerce; attestation fiscale; courrier recours; email service,decision contestee; preuve depot initial,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0149 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->montant d'aide attendu different de la notification; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0150,2027-03-31,Guichet,aide,absence reponse,erreur de service competent signalee,justificatif local; registre de commerce; preuve depot initial; accuse reception; attestation fiscale,decision contestee; courrier recours,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0150 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->erreur de service competent signalee; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
