case_id,date_reception,ville,profil_entreprise,activite,programme_demande,type_demande,effectif_declare,ca_estime_mad,montant_projet_mad,pieces_fournies,pieces_manquantes,conditions_remplies,conditions_non_verifiables,incoherences_detectees,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,commentaire_extraction
AIDE-2026-0104,2026-04-19,Settat,PME,services de nettoyage,MOWAKABA Digitalisation,aide_digitalisation,94,6673230,9576785,devis prestataire; certificat de propriete; photos du local; bail commercial; CIN gerant; registre de commerce; decision contestee,preuve de depot initiale absente; attestation fiscale absente; plan de financement incomplet,entreprise_identifiee; projet_chiffre,regularite_fiscale; regularite_sociale,aucune incoherence majeure,avis_favorable_conditionnel,VERT,"Analyse le dossier AIDE-2026-0104 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->preuve de depot initiale absente;attestation fiscale absente;plan de financement incomplet; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0105,2026-04-20,Casablanca,TPE,atelier mecanique,MOWAKABA Digitalisation,aide_digitalisation,17,2421581,1683142,attestation CNSS; preuve depot initial; formulaire signe; ICE; plan de financement; CIN gerant; devis prestataire; decision contestee,justificatif local absent; statuts non fournis,projet_chiffre; financement_decrit,regularite_fiscale,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0105 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->justificatif local absent;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0106,2026-04-21,Meknes,TPE,atelier mecanique,Go Siyaha,appui_tourisme,24,2116931,428221,certificat de propriete; attestation fiscale; photos du local; formulaire signe; statuts; plan de financement; decision contestee,justificatif local absent; registre de commerce illisible; devis prestataire non signe,situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0106 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->justificatif local absent;registre de commerce illisible;devis prestataire non signe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0107,2026-04-22,Marrakech,PME,agence de voyage,PACT Decarbonation Eau,croissance_verte,62,13510259,8348312,photos du local; ICE; devis prestataire; certificat de propriete; attestation fiscale; bail commercial; CIN gerant,activite declaree incoherente; objet de demande mal qualifie; decision contestee non jointe,situation_fiscale_documentee; projet_chiffre,regularite_sociale,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0107 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;objet de demande mal qualifie;decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0108,2026-04-23,Oujda,PME,restaurant et restauration rapide,MOWAKABA Digitalisation,aide_digitalisation,34,5568841,10836653,formulaire signe; certificat de propriete; devis prestataire; CIN gerant; plan de financement; ICE; bail commercial,montant investissement non ventile; statuts non fournis,projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,adresse local differente entre bail et formulaire,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0108 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0109,2026-04-24,Fes,PME,logistique urbaine,MOWAKABA Digitalisation,aide_digitalisation,44,2967354,5473349,bail commercial; devis prestataire; attestation CNSS; CIN gerant; decision contestee; plan de financement; photos du local; preuve depot initial,montant investissement non ventile; registre de commerce illisible,projet_chiffre; financement_decrit,regularite_fiscale,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0109 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;registre de commerce illisible; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0110,2026-04-25,Laayoune,TPE,restaurant et restauration rapide,PACT Qualite,certification_labelisation,18,2938496,767310,devis prestataire; attestation fiscale; ICE; decision contestee; statuts; preuve depot initial; photos du local,montant investissement non ventile,situation_fiscale_documentee; projet_chiffre,regularite_sociale,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0110 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0111,2026-04-26,Settat,TPE,fabrication de mobilier,Go Siyaha,appui_tourisme,22,1134194,2459717,bail commercial; plan de financement; photos du local; decision contestee; attestation CNSS; certificat de propriete,devis prestataire non signe,financement_decrit,regularite_fiscale; cout_projet,aucune incoherence majeure,avis_favorable_conditionnel,VERT,"Analyse le dossier AIDE-2026-0111 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0112,2026-04-27,Casablanca,TPE,atelier mecanique,ISTITMAR TPE,prime_investissement_tpe,16,1993243,2091096,preuve depot initial; bail commercial; devis prestataire; attestation fiscale; decision contestee; photos du local; formulaire signe; statuts,justificatif local absent; activite declaree incoherente; montant investissement non ventile,situation_fiscale_documentee; projet_chiffre,regularite_sociale,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0112 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->justificatif local absent;activite declaree incoherente;montant investissement non ventile; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0113,2026-04-28,Rabat,TPE,hebergement touristique,ISTITMAR TPE,prime_investissement_tpe,9,2206527,573894,plan de financement; CIN gerant; attestation CNSS; photos du local; certificat de propriete; bail commercial; RIB,objet de demande mal qualifie,financement_decrit,regularite_fiscale; cout_projet,adresse local differente entre bail et formulaire,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0113 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0114,2026-04-29,Beni Mellal,PME,hebergement touristique,ISTITMAR PME,prime_investissement_pme,50,13053052,2733322,CIN gerant; ICE; registre de commerce; attestation fiscale; RIB; plan de financement,decision contestee non jointe; statuts non fournis,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,activite secondaire mentionnee dans un email,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0114 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0115,2026-04-30,Casablanca,PME,atelier de fabrication textile,ISTITMAR TPE,prime_investissement_tpe,74,8552946,10084701,preuve depot initial; attestation fiscale; formulaire signe; registre de commerce; ICE; RIB; devis prestataire; certificat de propriete,activite declaree incoherente,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre,regularite_sociale,adresse local differente entre bail et formulaire,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0115 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0116,2026-05-01,Beni Mellal,PME,imprimerie,PACT Decarbonation Eau,croissance_verte,94,9531540,4901933,devis prestataire; registre de commerce; ICE; RIB; CIN gerant; attestation fiscale; attestation CNSS,montant investissement non ventile; plan de financement incomplet,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre,aucune,prestataire non identifiable,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0116 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;plan de financement incomplet; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0117,2026-05-02,Laayoune,PME,services de nettoyage,MOWAKABA Digitalisation,aide_digitalisation,38,3589637,10167651,certificat de propriete; devis prestataire; attestation fiscale; plan de financement; bail commercial; photos du local; ICE; CIN gerant,statuts non fournis,situation_fiscale_documentee; projet_chiffre; financement_decrit,regularite_sociale,montant devis different du plan de financement,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0117 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0118,2026-05-03,Fes,PME,hebergement touristique,Go Siyaha,appui_tourisme,158,5594047,2786331,registre de commerce; preuve depot initial; CIN gerant; photos du local; attestation CNSS,statuts non fournis; plan de financement incomplet,entreprise_identifiee,regularite_fiscale; cout_projet,adresse local differente entre bail et formulaire,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0118 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->statuts non fournis;plan de financement incomplet; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0119,2026-05-04,Rabat,PME,bureau d'etudes,ISTITMAR TPE,prime_investissement_tpe,151,5411977,11603456,devis prestataire; decision contestee; preuve depot initial; certificat de propriete; formulaire signe; plan de financement; attestation fiscale,registre de commerce illisible; justificatif local absent,situation_fiscale_documentee; projet_chiffre; financement_decrit,regularite_sociale,montant devis different du plan de financement,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0119 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0120,2026-05-05,Beni Mellal,TPE,formation professionnelle privee,PACT Qualite,certification_labelisation,6,1265846,192416,attestation fiscale; bail commercial; certificat de propriete; plan de financement; photos du local; statuts; registre de commerce; formulaire signe,objet de demande mal qualifie,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,statut fiscal non verifiable,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0120 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0121,2026-05-06,Tetouan,TPE,atelier de fabrication textile,Go Siyaha,appui_tourisme,24,829159,2235515,registre de commerce; formulaire signe; attestation CNSS; RIB; CIN gerant; photos du local,justificatif local absent; montant investissement non ventile; decision contestee non jointe,entreprise_identifiee,regularite_fiscale; cout_projet,adresse local differente entre bail et formulaire,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0121 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->justificatif local absent;montant investissement non ventile;decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0122,2026-05-07,Marrakech,PME,salon de coiffure,MOWAKABA Conseil et Expertise,aide_accompagnement,73,9613140,5067984,devis prestataire; RIB; attestation CNSS; CIN gerant; formulaire signe; preuve depot initial; certificat de propriete; plan de financement,statuts non fournis; montant investissement non ventile; justificatif local absent,projet_chiffre; financement_decrit,regularite_fiscale,adresse local differente entre bail et formulaire,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0122 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->statuts non fournis;montant investissement non ventile;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0123,2026-05-08,Settat,PME,formation professionnelle privee,MOWAKABA Conseil et Expertise,aide_accompagnement,103,13980095,5850398,photos du local; statuts; preuve depot initial; certificat de propriete; formulaire signe; attestation CNSS; bail commercial,justificatif local absent; registre de commerce illisible,demande_recue,regularite_fiscale; cout_projet,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0123 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->justificatif local absent;registre de commerce illisible; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0124,2026-05-09,Laayoune,TPE,fabrication de mobilier,PACT Decarbonation Eau,croissance_verte,6,708129,1063621,registre de commerce; attestation fiscale; photos du local; ICE; attestation CNSS; formulaire signe; decision contestee,preuve de depot initiale absente; plan de financement incomplet; statuts non fournis,entreprise_identifiee; situation_fiscale_documentee,cout_projet,adresse local differente entre bail et formulaire,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0124 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->preuve de depot initiale absente;plan de financement incomplet;statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0125,2026-05-10,Laayoune,TPE,atelier mecanique,MOWAKABA Conseil et Expertise,aide_accompagnement,15,2988430,2055228,bail commercial; statuts; registre de commerce; ICE; RIB; attestation CNSS,preuve de depot initiale absente; devis prestataire non signe; objet de demande mal qualifie,entreprise_identifiee,regularite_fiscale; cout_projet,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0125 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->preuve de depot initiale absente;devis prestataire non signe;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0126,2026-05-11,Fes,TPE,atelier de fabrication textile,ISTITMAR TPE,prime_investissement_tpe,14,2327790,841447,attestation CNSS; attestation fiscale; bail commercial; registre de commerce; ICE; plan de financement; statuts,montant investissement non ventile; preuve de depot initiale absente; devis prestataire non signe,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,cout_projet,activite secondaire mentionnee dans un email,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0126 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;preuve de depot initiale absente;devis prestataire non signe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0127,2026-05-12,Laayoune,PME,e-commerce artisanal,PACT Qualite,certification_labelisation,36,14528413,8519284,registre de commerce; attestation fiscale; plan de financement; certificat de propriete; ICE,objet de demande mal qualifie; decision contestee non jointe,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,statut fiscal non verifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0127 et indique si la PME est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;decision contestee non jointe; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0128,2026-05-13,Settat,PME,imprimerie,ISTITMAR TPE,prime_investissement_tpe,46,10500115,10776040,certificat de propriete; ICE; attestation CNSS; CIN gerant; formulaire signe; attestation fiscale,registre de commerce illisible; devis prestataire non signe; decision contestee non jointe,situation_fiscale_documentee,cout_projet,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0128 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible;devis prestataire non signe;decision contestee non jointe; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0129,2026-05-14,Marrakech,PME,production agroalimentaire,ISTITMAR TPE,prime_investissement_tpe,70,5780194,5125810,ICE; RIB; bail commercial; preuve depot initial; CIN gerant; certificat de propriete; formulaire signe,registre de commerce illisible; attestation fiscale absente,demande_recue,regularite_fiscale; regularite_sociale; cout_projet,montant devis different du plan de financement,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0129 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible;attestation fiscale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0130,2026-05-15,Tetouan,TPE,logistique urbaine,Go Siyaha,appui_tourisme,24,742477,1297477,bail commercial; attestation CNSS; photos du local; statuts; registre de commerce; ICE; formulaire signe,activite declaree incoherente; justificatif local absent,entreprise_identifiee,regularite_fiscale; cout_projet,statut fiscal non verifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0130 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;justificatif local absent; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0131,2026-05-16,Settat,TPE,imprimerie,ISTITMAR PME,prime_investissement_pme,9,2749026,403388,CIN gerant; formulaire signe; preuve depot initial; decision contestee; plan de financement; attestation CNSS,montant investissement non ventile; objet de demande mal qualifie,financement_decrit,regularite_fiscale; cout_projet,prestataire non identifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0131 et indique si la TPE est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;objet de demande mal qualifie; Incoherence->ROUGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0132,2026-05-17,Meknes,PME,prestataire informatique,Go Siyaha,appui_tourisme,176,3696065,9843594,ICE; plan de financement; preuve depot initial; registre de commerce; devis prestataire; bail commercial; statuts,objet de demande mal qualifie; activite declaree incoherente; montant investissement non ventile,entreprise_identifiee; projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0132 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;activite declaree incoherente;montant investissement non ventile; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0133,2026-05-18,Oujda,TPE,fabrication de mobilier,ISTITMAR TPE,prime_investissement_tpe,2,1163944,2485613,certificat de propriete; registre de commerce; formulaire signe; CIN gerant; devis prestataire; RIB; preuve depot initial; decision contestee,justificatif local absent; montant investissement non ventile; activite declaree incoherente,entreprise_identifiee; projet_chiffre,regularite_fiscale; regularite_sociale,statut fiscal non verifiable,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0133 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->justificatif local absent;montant investissement non ventile;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0134,2026-05-19,Tetouan,TPE,bureau d'etudes,MOWAKABA Digitalisation,aide_digitalisation,13,1854235,1941301,attestation CNSS; photos du local; ICE; devis prestataire; registre de commerce; certificat de propriete; formulaire signe; bail commercial,statuts non fournis; activite declaree incoherente,entreprise_identifiee; projet_chiffre,regularite_fiscale,activite secondaire mentionnee dans un email,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0134 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->statuts non fournis;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0135,2026-05-20,Casablanca,PME,commerce de detail alimentaire,PACT Decarbonation Eau,croissance_verte,78,8017916,11359452,ICE; bail commercial; decision contestee; devis prestataire; CIN gerant; attestation CNSS; preuve depot initial; certificat de propriete,justificatif local absent; objet de demande mal qualifie; registre de commerce illisible,projet_chiffre,regularite_fiscale,statut fiscal non verifiable,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0135 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->justificatif local absent;objet de demande mal qualifie;registre de commerce illisible; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0136,2026-05-21,Beni Mellal,PME,commerce de detail alimentaire,PACT Qualite,certification_labelisation,63,3707475,1188954,decision contestee; statuts; preuve depot initial; formulaire signe; attestation CNSS; CIN gerant; attestation fiscale; certificat de propriete,montant investissement non ventile; devis prestataire non signe; objet de demande mal qualifie,situation_fiscale_documentee,cout_projet,statut fiscal non verifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0136 et indique si la PME est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;devis prestataire non signe;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0137,2026-05-22,Laayoune,TPE,logistique urbaine,MOWAKABA Digitalisation,aide_digitalisation,9,2666381,1397579,plan de financement; bail commercial; photos du local; registre de commerce; statuts; certificat de propriete; RIB; formulaire signe,justificatif local absent,entreprise_identifiee; financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,aucune incoherence majeure,avis_favorable_conditionnel,VERT,"Analyse le dossier AIDE-2026-0137 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->justificatif local absent; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
